CRN,Subject CodeCourse Number,Monday Ind1Tuesday Ind1Wednesday Ind1Thursday Ind1Friday Ind1,Begin Time 1,End Time1,Term Code,Bldg Code1,Room Code1,Section Max Enrollment
10902,ACCT211,TR,0800,0920,201710,MBB,217,35
10602,ART331,TR,0800,1050,201710,DMC,140,17
10604,ART341,MWF,1300,1450,201710,DMC,322,11
10614,ART454,TR,0800,1050,201710,DMC,224,23
11206,ART490,TR,0800,1050,201710,DMC,220,1
11562,BHEB600,,0000,0001,201710,,,1
10300,BHEB671,,0000,0001,201710,,,15
10302,BIBD640,M,1800,2050,201710,BSB,122,15
10947,BIBH651,,0000,0001,201710,,,12
11340,BIBH664,,0000,0001,201710,,,15
10430,BIBL101,TR,0930,1050,201710,BSB,249,25
10434,BIBL101,TR,1200,1320,201710,BSB,130,80
11424,BIBL101,MWF,1300,1350,201710,BSB,129,33
10424,BIBL211,MW,1500,1620,201710,BSB,130,60
10394,BIBL454,TR,0930,1050,201710,BSB,127,25
10321,BIBM629,,0000,0001,201710,,,15
11383,BIBM716,MTWR,0800,1700,201710,BSB,250,10
11561,BIBM798,,0000,0001,201710,,,5
11045,BIOL292,MWF,1000,1050,201710,OSC,451,32
11140,BMFT603,,0000,0001,201710,,,8
11134,BMFT641,R,1300,1550,201710,BSB,113,25
11576,BUSA530,MTWRF,,,201710,,,15
11518,BUSA550,MTWRF,,,201710,,,20
10635,CHEM113,MWF,0800,0850,201710,OSC,117,58
10653,CHEM203,MWF,0900,0950,201710,OSC,175,24
11312,CHEM355,R,1330,1720,201710,OSC,,12
10933,COMP602,T,0900,1150,201710,SHB,,8
11473,CONR643,MTWRF,,,201710,,,6
11564,CONR643,MTWRF,,,201710,,,12
11504,CONR601,MTWRF,,,201710,,,20
10624,DSGN463,F,1200,1250,201710,DMC,201,15
10478,ENGL006,MWF,0800,0850,201710,ADM,316,18
10487,ENGL006,MWF,0900,0950,201710,ADM,327,18
11373,ENGL006,MWF,0800,0850,201710,ADM,127,0
11388,ENGL112,MWF,1300,1350,201710,ADM,128,25
10530,ENGL221,MWF,1300,1350,201710,ADM,331,25
10547,ENGL326,TR,1200,1320,201710,ADM,327,18
10548,ENGL326,TR,1330,1450,201710,ADM,327,18
10551,ENGL362,MW,1400,1520,201710,ADM,318,25
10555,ENGL473,MWF,1000,1050,201710,ADM,316,25
11432,ENGL699,,0000,0001,201710,,,5
11572,ENGL699,,0000,0001,201710,,,5
11152,ENGR116,T,1330,1620,201710,BEN,210,20
10754,FAM453,T,1800,2050,201710,BSB,112,44
11262,GEOG354,,0000,0001,201710,,,0
10757,HED112,MWF,0800,0850,201710,GIB,135,30
10235,HIST221,TR,1330,1450,201710,ADM,310,30
10919,IT225,TR,0930,1050,201710,MBB,317,20
10760,KINE100,TR,0800,0920,201710,MRW,260A,35
10761,KINE201,TR,1330,1450,201710,GIB,132,30
10767,KINE291,TR,0800,0920,201710,GIB,135,24
10774,KINE330,,0000,0001,201710,,,20
10326,MATH120,MWF,0900,0950,201710,OSC,241,30
10821,PEAC234,TR,1200,1320,201710,MRW,145,32
11297,PHIL478,TR,1200,1320,201710,BSB,121,30
10333,MATH130,MWF,1300,1350,201710,MBB,217,50
10336,MATH227,MWF,1000,1050,201710,OSC,239,24
10339,MATH286,MWF,0800,0850,201710,OSC,241,24
10907,MGMT330,TR,0800,0920,201710,MBB,301,50
11106,MGMT440,M,1500,1750,201710,MBB,316,30
10866,MKTG499,T,0700,0750,201710,MBB,103,0
10037,MPEI412,,0000,0001,201710,WPA,157,15
10117,MPEV311,MTWR,1700,1800,201710,WPA,145,30
10013,MUPC213,MW,1300,1350,201710,WPA,215,15
10006,MUSE336,MWF,1000,1050,201710,WPA,B7,20
11403,NUTR120,,0000,0001,201710,,,0
10368,POLS400,,0000,0001,201710,,,10
10370,POLS431,TR,0800,0920,201710,ADM,219,45
10968,PSYC610,W,0900,1050,201710,MCK,135,12
10953,SOCI477,MWF,0900,0950,201710,ADM,103,25
11015,SOCW381,M,1130,1250,201710,ADM,101,25
10573,SPAN112,MWF,0800,0850,201710,ADM,329,20
10574,SPAN221,MWF,0900,0950,201710,ADM,329,20
10575,SPAN221,MWF,1000,1050,201710,ADM,329,20
10577,SPAN290,,0000,0001,201710,,,20
11343,SPAN305,,,,201710,,,0
11342,SPAN365,,,,201710,,,0
11344,SPAN444,,,,201710,,,0
10198,THEA137,MF,1300,1450,201710,WPA,123,10
10199,THEA137,MW,1500,1650,201710,SWL,120,10
10201,THEA137,MW,1500,1650,201710,WPA,123,10
10204,THEA137,TR,1300,1450,201710,WPA,123,10
10205,THEA137,TR,1300,1450,201710,WPA,169,10
10625,THEA137,TR,1500,1650,201710,WPA,123,10
10216,THEA230,TR,1200,1320,201710,WPA,193,25
11349,THEA240,T,0830,0920,201710,WPA,214,15
11377,UNIV111,MWF,0900,0950,201710,ADM,302,25
11177,PHYS222,MWF,1300,1350,201710,OSC,350,30
11016,SOCW415,TR,1330,1450,201710,ADM,101,35
10891,PSYC233,TR,0930,1050,201710,BSB,117,42
11427,THEA424,MWF,1400,1450,201710,MRW,241,14
11302,ENGL222,MWF,0800,0950,201710,ADM,331,24
10936,COMP610,R,1300,1550,201710,,,8
11456,NURS350,T,0630,1500,201710,,,55
11457,NURS350,R,0630,1500,201710,,,55
11453,NURS352,T,0800,1050,201710,,,55
11527,NURS380,R,1300,1550,201710,,,25
11191,ENGR210,MWF,0900,0950,201710,BEN,210,20
11209,ENGR305,MW,1000,1050,201710,BEN,219,40
11165,ENVR341,,0000,0001,201710,DAN,,18
10238,HIST222,TR,1200,1320,201710,ADM,322,30
11337,CMUS4M6,,,,201710,,,1
10690,COMM211,TR,0930,1050,201710,SHB,208,40
10249,JMC201,M,1200,1250,201710,DMC,302,15
11268,SOCI416,M,1800,2100,201710,MBB,315,15
11085,BIOL364,M,1400,1650,201710,OSC,485,15
11389,BIOL399,,,,201710,OSC,375,0
10265,JMC342,TR,1330,1450,201710,DMC,320,15
10266,JMC342,TR,1500,1620,201710,DMC,307,15
10281,JMC342,TR,1330,1450,201710,DMC,320,15
10390,JMC389,TR,0930,1050,201710,DMC,307,15
10718,EDUC323,TR,0930,1050,201710,EDB,124,20
10719,EDUC331,MWF,0900,0950,201710,EDB,112,20
10960,PSYC382,TR,1500,1620,201710,BSB,130,65
10961,PSYC388,TR,1200,1320,201710,MCK,15,40
10600,ART315,TR,1630,1920,201710,DMC,220,15
11462,CONR605,MTWRF,,,201710,,,20
11505,CONR605,MTWRF,,,201710,,,10
10789,NUTR222,TR,1200,1450,201710,GIB,132,18
10792,NUTR327,MW,1500,1620,201710,GIB,132,20
10793,NUTR328,TR,1500,1620,201710,MRW,260B,20
10794,NUTR401,M,1400,1450,201710,MRW,260B,20
10637,OCCT635,R,0800,1200,201710,B08,,26
10179,SOCI111,TR,0930,1050,201710,SHB,217,40
10729,EDUC691,T,1500,1800,201710,EDB,115,10
10513,ENGL111,MWF,1300,1350,201710,ADM,330,25
10025,MPEI311,WF,1115,1250,201710,WPA,157,75
10173,MUSR301,,0000,0001,201710,WPA,111,50
10175,MUSR301,,0000,0001,201710,WPA,111,50
10980,HON401,R,1800,2050,201710,,,14
10998,HON409,,0000,0001,201710,DMC,320,4
10340,MATH341,MWF,1300,1350,201710,OSC,239,12
11538,GRAD695,,0000,0001,201710,,,5
11541,GRAD695,,0000,0001,201710,,,5
11048,BIOL293,M,1430,1645,201710,OSC,455,16
10349,MATW019,MWF,0900,0950,201710,OSC,250,23
10350,MATW019,MWF,1000,1050,201710,OSC,250,23
11365,MATW019,TR,0930,1050,201710,OSC,250,0
11413,MFTO602,MTWRF,,,201710,,,8
11531,MFTO639,MTWRF,,,201710,,,23
11416,MFTO641,MTWRF,,,201710,,,22
11417,MFTO641,MTWRF,,,201710,,,22
10316,BIBM602,,0000,0001,201710,,,30
10291,BIBM603,MTWRF,0800,1700,201710,BSB,104,20
10114,MPEV201,MWF,1400,1450,201710,WPA,145,50
11442,BIBL610,,0000,0001,201710,,,15
10949,BIBL620,,0000,0001,201710,,,15
11573,BIBL627,,,,201710,,,0
11363,ART111,MWF,0900,1050,201710,DMC,227,20
11183,PHYS110,TR,0930,1050,201710,OSC,350,45
10415,BGRK221,,0000,0001,201710,,,5
10737,READ464,TR,0930,1050,201710,EDB,110,20
11357,JMC261,WF,1300,1350,201710,DMC,110,7
10151,MPVM421,W,1500,1550,201710,WPA,131,5
10553,ENGL380,MW,1400,1520,201710,ADM,331,25
10323,BIBM658,M,1500,1750,201710,BSB,250,15
10171,MUPM421,F,1500,1700,201710,WPA,217,5
11256,CORE210,TR,1330,1450,201710,BSB,121,60
10457,CS115,MWF,1300,1350,201710,MBB,116,24
10916,CS116,TR,0930,1050,201710,MBB,318,30
10581,FREN111,MWF,0900,0950,201710,BSB,113,20
10253,FREN112,,0000,0001,201710,SAOXFO,,0
10334,MATH186,MWF,0800,0850,201710,OSC,239,24
11522,BUSA080,MTWRF,,,201710,,,15
10399,BIBP352,TR,0930,1050,201710,BSB,120,30
10397,BIBP380,TR,0800,0920,201710,BSB,130,60
10755,FAM265,TR,1200,1320,201710,BSB,115,45
10816,PEAC219,MW,1500,1620,201710,GIB,135,16
11528,LEAD711,MTWRF,,,201710,,,20
11488,LEAD724,MTWRF,,,201710,,,20
11489,LEAD724,MTWRF,,,201710,,,20
11478,LEAD744,MTWRF,,,201710,,,20
10732,SPED371,MWF,0800,0850,201710,EDB,110,18
10782,KINE421,,0000,0001,201710,,,16
10783,KINE450,MWF,1200,1250,201710,MRW,146A,24
10463,ACCT410,MWF,1000,1050,201710,MBB,118,56
10698,COMM421,TR,0930,1050,201710,SHB,216,32
10700,COMM485,TR,1330,1450,201710,SHB,217,0
11466,COMM545,MTWRF,,,201710,,,20
11467,COMM545,MTWRF,,,201710,,,20
11241,CORE110,MWF,1300,1350,201710,BSB,249,30
11246,CORE110,MWF,1300,1350,201710,MRW,260A,30
10914,FIN412,TR,0800,0920,201710,MBB,315,25
11254,ANSC345,R,1530,1730,201710,ADM,128,15
10874,ACCT210,TR,1330,1450,201710,MBB,118,50
11104,AENV110,MWF,0800,0850,201710,ADM,128,36
10589,ART105,MW,1400,1650,201710,DMC,143,20
10591,ART105,TR,0800,1050,201710,DMC,143,20
10592,ART105,TR,1200,1450,201710,DMC,143,20
10299,BHEB671,W,1330,1620,201710,BSB,126,15
10303,BIBD660,W,0800,1050,201710,BSB,128,20
10307,BIBH651,,0000,0001,201710,,,12
10443,BIBL101,TR,0930,1050,201710,BSB,130,75
10447,BIBL101,TR,0800,0920,201710,BSB,121,60
10450,BIBL101,TR,0930,1050,201710,BSB,129,70
11328,BIBM635,,0000,0001,201710,,,15
10278,BIBM740,TWRF,0800,1700,201710,BSB,249,20
11025,BIOL112,MWF,0800,0850,201710,BSB,100,112
11052,BIOL294,F,1200,1415,201710,OSC,455,16
11086,BIOL454,MWF,1300,1350,201710,OSC,457,20
11087,BIOL472,MWF,1000,1050,201710,OSC,117,10
11136,BMFT665,,0000,0001,201710,BSB,,25
10877,BUSA419,TR,0800,0920,201710,MBB,215,52
11494,BUSA656,MTWRF,,,201710,,,20
10655,CHEM203,W,1500,1650,201710,OSC,175,12
10658,CHEM221,W,1300,1650,201710,OSC,258,20
10662,CHEM423,MWF,0900,0950,201710,OSC,258,10
10934,COMP604,T,1730,2020,201710,DMC,117,24
11463,CONR612,MTWRF,,,201710,,,20
11292,CS400,,0000,0001,201710,,,0
11392,DET230,,0900,1700,201710,MBB,302,14
10616,DSGN111,MWF,0800,0950,201710,DMC,209,20
10712,EDUC211,TR,0930,1050,201710,EDB,112,24
10721,EDUC411,MWF,1300,1420,201710,EDB,122,16
10727,EDUC490,MTWRF,0730,1600,201710,,,5
10483,ENGL006,MWF,1200,1250,201710,ADM,219,18
10479,ENGL106,MWF,0900,0950,201710,ADM,318,18
10480,ENGL106,MWF,1000,1050,201710,ADM,322,18
10523,ENGL112,TR,0930,1050,201710,ADM,302,25
10535,ENGL231,TR,1330,1450,201710,ADM,318,25
10549,ENGL330,MW,1530,1650,201710,MBB,116,24
10550,ENGL331,TR,1200,1320,201710,ADM,331,15
10554,ENGL464,TR,1500,1620,201710,ADM,322,25
11063,SOCW751,R,1700,1950,201710,ADM,102,25
10564,ENGL613,TR,1330,1450,201710,ADM,127,10
11560,ENGL699,,0000,0001,201710,,,5
11149,ENGR116,,0000,0001,201710,BEN,114,20
11259,GER111,,0000,0001,201710,,,20
11471,HIED652,MTWRF,,,201710,,,20
11514,HIED695,MTWRF,,,201710,,,8
11446,HON419,,0000,0001,201710,SAOXFO,,15
10886,IS322,MWF,0800,0850,201710,MBB,315,40
10245,JMC100,MWF,0900,0950,201710,DMC,320,45
10771,KINE311,MWF,1000,1050,201710,GIB,132,20
10772,KINE321,,0000,0001,201710,,,2
10331,MATH124,MWF,0900,0950,201710,ADM,330,40
10819,PEAC228,TR,1330,1450,201710,MRW,146A,24
11019,MGMT330,TR,0930,1050,201710,MBB,301,60
10858,MKTG342,MWF,0900,0950,201710,MBB,318,40
10153,MPVM221,W,1500,1550,201710,WPA,224,5
10152,MPVM431,W,1500,1550,201710,WPA,131,5
11530,MUPC213,TR,1500,1550,201710,WPA,215,15
10167,MUPN211,,0000,0001,201710,WPA,218,15
10010,MUSM431,TR,0800,0920,201710,WPA,B7,20
11491,NURS703,MTWRF,,,201710,,,10
11146,PHYS101,TR,1330,1450,201710,BSB,100,200
10893,PSYC311,M,1500,1750,201710,BSB,120,30
10958,PSYC372,T,1800,2050,201710,MCK,15,30
11124,PSYC682,M,1500,1750,201710,MCK,135,24
11057,SOCW641,T,1300,1550,201710,ADM,102,25
11059,SOCW681,T,0800,0850,201710,ADM,102,25
10569,SPAN111,MWF,0900,0950,201710,ADM,310,20
10200,THEA137,MW,1500,1650,201710,SWL,120,10
10203,THEA137,TR,0900,1050,201710,SWL,110,10
10628,THEA461,MWF,0900,0950,201710,WPA,169,14
11447,UNIV011,TR,1200,1320,201710,ADM,302,25
11448,UNIV011,MW,1500,1620,201710,ADM,302,25
11378,UNIV111,TR,1330,1450,201710,ADM,302,25
10908,ITC110,TR,1200,1320,201710,MBB,318,80
10531,ENGL222,MW,1400,1520,201710,ADM,310,25
10871,ACCT302,TR,0800,0920,201710,MBB,117,30
10937,COMP620,T,1330,1620,201710,DMC,117,24
10894,PSYC351,M,1500,1650,201710,ADM,327,13
10895,PSYC351,M,1300,1450,201710,ADM,327,13
11323,NURS430,,0000,0001,201710,,,50
10883,ECON261,MWF,1300,1350,201710,MBB,215,52
10209,THEA205,TR,1330,1450,201710,WPA,B5,14
10212,THEA222,MW,1600,1720,201710,WPA,258,14
10214,THEA226,TR,0930,1050,201710,WPA,190,14
11126,PSYC692,W,1600,1730,201710,MCK,27,6
11299,ENGR240,MWF,0900,0950,201710,BEN,212,20
11275,ENGR306,MW,1700,1820,201710,BEN,219,40
10237,HIST222,,0000,0001,201710,,,25
10239,HIST250,TR,1330,1450,201710,ADM,322,30
10748,HIST472,TR,0930,1050,201710,ADM,322,18
11334,CMUS4M0,,0000,0001,201710,,,1
11339,CMUS4M8,,,,201710,,,1
10283,JMC351,TR,1330,1450,201710,DMC,110,15
10599,ART291,TR,0800,1050,201710,DMC,220,15
10795,NUTR428,MWF,1000,1050,201710,MRW,260B,20
10951,NUTR521,,0000,0001,201710,ACUCSQ,,10
10952,NUTR522,,0000,0001,201710,,,10
11428,NUTR523,,0000,0001,201710,,,10
10805,SOCI222,TR,0930,1050,201710,ADM,103,25
10973,PSYC647,W,1300,1550,201710,MCK,27,16
10728,EDUC687,T,1800,2050,201710,EDB,110,10
11434,EDUC691,,0000,0001,201710,,,0
10497,ENGL111,MWF,0900,0950,201710,ADM,100,25
10500,ENGL111,MWF,0900,0950,201710,LIB,272,25
10509,ENGL111,TR,0930,1050,201710,ADM,331,25
10133,MPVN411,,0000,0001,201710,WPA,133,1
10032,MPEI316,TR,1500,1620,201710,WPA,157,15
10177,MUSR301,,0000,0001,201710,WPA,111,15
10176,MUSR311,,0000,0001,201710,WPA,111,10
10015,MUST111,TR,0830,0920,201710,WPA,B5,25
11002,HON307,W,1600,1800,201710,ZEL,101,20
11047,BIOL293,M,1200,1415,201710,OSC,451,16
10630,CHEM111,M,1400,1650,201710,OSC,117,25
10082,MPIM221,F,1400,1450,201710,WPA,223,5
10317,BIBM603,T,1200,1450,201710,BSB,128,24
10320,BIBM616,,0000,0001,201710,,,12
10310,BIBL610,W,0800,1050,201710,BSB,103,25
11459,BIBL620,,0000,0001,201710,,,15
10495,ENGL007,MWF,1300,1350,201710,SHB,208,18
11102,AENV384,,0000,0001,201710,,,8
11079,BIOL354,TR,1330,1450,201710,OSC,475,16
11186,PHYS110,MWF,1300,1350,201710,OSC,417,45
11188,PHYS111,R,1500,1650,201710,LIB,231,30
10385,BGRK221,TR,1230,1320,201710,BSB,127,15
10999,JMC303,,0000,0001,201710,DMC,320,6
11436,POLC320,T,1830,2120,201710,ADM,219,35
11438,POLC430,R,1830,2120,201710,ADM,219,30
10560,ENGL523,T,1830,2120,201710,ADM,327,3
10458,CS115,MWF,1400,1450,201710,MBB,116,24
10366,POLS382,MW,1400,1520,201710,ADM,330,45
11525,BUSA080,MTWRF,,,201710,,,15
10398,BIBP478,TR,1200,1320,201710,BSB,121,25
10809,PEAC211,TR,1330,1450,201710,MRW,140,20
10813,PEAC216,MW,0730,0850,201710,MRW,260A,40
11569,SOCI580,MWF,1400,1450,201710,SHB,216,1
10917,MKTG495,TR,0930,1050,201710,MBB,218,30
11529,MFTO662,MTWRF,,,201710,,,20
11281,LEAD711,MTWRF,,,201710,,,20
11532,LEAD714,MTWRF,,,201710,,,18
11477,LEAD744,MTWRF,,,201710,,,20
11500,LEAD784,MTWRF,,,201710,,,15
10806,KINE460,MWF,1400,1450,201710,GIB,132,24
10785,KINE492,,0000,0001,201710,,,10
11279,LEAD701,MTWRF,,,201710,,,20
11460,LEAD701,MTWRF,,,201710,,,15
11476,LEAD701,MTWRF,,,201710,,,15
10706,COMM686,T,1800,2050,201710,SHB,217,20
11396,COMM699,,0000,0001,201710,,,5
11397,COMM699,,0000,0001,201710,,,5
11218,CORE110,MWF,1000,1050,201710,BSB,121,30
11221,CORE110,MWF,1000,1050,201710,LIB,272,30
11242,CORE110,MWF,1300,1350,201710,EDB,110,30
11244,CORE110,MWF,1300,1350,201710,MCK,15,30
11249,CORE110,MWF,1000,1050,201710,LIB,231,25
11108,ANSC235,MWF,1000,1050,201710,ADM,120,26
11112,ANSC360,T,1330,1520,201710,RHD,,6
10593,ART106,MWF,0800,0950,201710,DMC,143,20
11333,ART490,TR,1800,2050,201710,DMC,322,1
10297,BGRK621,M,0800,1050,201710,BSB,,15
10384,BHEB471,W,1330,1620,201710,BSB,126,5
10433,BIBL101,MWF,0900,0950,201710,ZEL,101,25
10435,BIBL101,MW,1500,1620,201710,BSB,129,60
10448,BIBL101,MWF,1000,1050,201710,BSB,129,60
10423,BIBL211,TR,1200,1320,201710,BSB,112,40
10388,BIBL320,TR,1500,1620,201710,BSB,104,20
10408,BIBM491,M,1630,1920,201710,BSB,121,40
10410,BIBM493,T,1800,2050,201710,BSB,,20
11029,BIOL113,MWF,0900,0950,201710,OSC,457,32
11039,BIOL115,T,1445,1715,201710,OSC,415,20
11091,BIOL495,T,1330,1620,201710,OSC,381,12
11135,BMFT663,T,0800,1050,201710,BSB,122,25
10411,BMIS420,MW,1500,1620,201710,BSB,112,30
11444,BUSA530,MTWRF,,,201710,,,20
11586,BUSA640,MTWRF,,,201710,,,20
10654,CHEM203,W,1300,1450,201710,OSC,175,12
10676,CHEM463,M,1300,1650,201710,OSC,157,12
10853,CS374,MWF,1400,1450,201710,MBB,314,29
11391,DET220,,0900,1700,201710,MBB,302,15
10621,DSGN351,M,1600,1900,201710,DMC,201,15
10716,EDUC287,T,1800,2050,201710,EDB,124,20
10723,EDUC431,TR,1330,1450,201710,EDB,122,16
10724,EDUC432,TR,1200,1320,201710,EDB,110,16
11535,EDUC683,MTWRF,,,201710,,,15
11375,ENGL006,MWF,0900,0950,201710,ADM,127,0
11374,ENGL106,MWF,0900,0950,201710,ADM,127,0
10520,ENGL112,MWF,1000,1050,201710,ADM,302,25
11291,ENGL232,TR,0930,1050,201710,ADM,321,25
10546,ENGL326,TR,0930,1050,201710,ADM,327,18
10563,ENGL612,M,1800,2050,201710,ADM,316,10
10825,KINE420,,0000,0001,201710,,,5
10828,KINE420,,0000,0001,201710,,,5
10565,ENGL620,T,1800,2050,201710,ZEL,,10
10567,ENGL640,R,1800,2050,201710,ADM,318,10
10568,ENGL652,MWF,1000,1050,201710,ADM,112,12
11571,ENGL699,,0000,0001,201710,,,5
10870,FIN439,TR,1200,1320,201710,MBB,116,0
10191,GLST212,,0000,0001,201710,SAOXFO,,0
11384,HIST580,TR,0930,1050,201710,ADM,329,1
10773,KINE322,,0000,0001,201710,,,10
11132,BMFT610,T,0800,1050,201710,BSB,,25
10824,PEAC353,MW,1200,1320,201710,MRW,240,5
10337,MATH237,TR,1330,1450,201710,OSC,241,24
10338,MATH238,TR,1330,1450,201710,OSC,239,24
10050,MPIN211,,0000,0001,201710,WPA,223,5
10076,MPIN211,,0000,0001,201710,WPA,227,5
10002,MUSE118,MW,1400,1450,201710,WPA,157,15
10007,MUSE330,TR,0930,1050,201710,WPA,213,20
10005,MUSE334,MWF,0900,0950,201710,WPA,157,25
11568,MUSM432,,0000,0001,201710,,,1
11145,PHYS101,MWF,1000,1050,201710,BSB,100,200
11182,PHYS363,W,1400,1700,201710,OSC,358,18
11008,POLS225,MW,1200,1320,201710,BSB,114,35
11018,PSYC485,MW,1400,1520,201710,MCK,15,30
10971,PSYC613,M,0900,1150,201710,MCK,27,15
10738,READ480,MTWR,1500,1700,201710,EDB,122,10
10182,SOCI385,MWF,1300,1350,201710,SHB,216,20
11056,SOCW625,M,1300,1550,201710,ADM,102,25
11060,SOCW740,F,0900,1150,201710,ADM,102,15
11062,SOCW748,F,1300,1550,201710,ADM,101,25
10033,THEA101,MW,1500,1550,201710,WPA,193,22
10194,THEA227,MWF,1300,1350,201710,SWL,120,22
10627,THEA321,MWF,1400,1450,201710,WPA,258,14
10226,THEA454,TR,1500,1700,201710,WPA,169,14
11178,PHYS223,M,1400,1650,201710,LIB,231,20
10220,THEA411,,0000,0001,201710,WPA,135,6
11300,ENGL222,MWF,0800,0950,201710,ADM,331,24
10940,COMP659,W,0830,1120,201710,BSB,250,24
10941,COMP659,W,0830,1120,201710,BSB,250,8
11455,NURS340,F,0900,1050,201710,,,27
11322,NURS431,T,0900,1050,201710,,,50
10023,MPEI301,WF,1115,1250,201710,WPA,157,75
10029,MPEI305,TR,1630,1800,201710,WPA,157,15
11211,ENGR220,TR,0800,0920,201710,BEN,119,40
10842,MGMT331,MWF,0900,0950,201710,MBB,216,40
10900,MGMT332,TR,1330,1450,201710,MBB,216,40
11338,CMUS4M7,,,,201710,,,1
10683,COMM211,MWF,0800,0850,201710,SHB,215,20
10685,COMM211,MWF,1300,1350,201710,SHB,215,20
10271,JMC492,TR,1330,1450,201710,DMC,302,20
10183,SOCI415,TR,0800,0920,201710,ADM,103,25
10898,MGMT439,TR,1330,1450,201710,MBB,218,40
10631,OCCT601,TR,1600,1800,201710,B08,,26
10636,OCCT617,W,0900,1100,201710,ADM,317,26
